song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
284866,0.107,0.726,0.779,0.000252,3,0.098,-5.198,0,0.0603,129.973,4,0.556
265013,0.735,0.629,0.383,0.0259,8,0.0928,-13.195,1,0.044,154.001,4,0.421
310200,0.00752,0.686,0.667,0.00664,9,0.405,-10.263,1,0.0587,105.917,4,0.332
136000,0.00162,0.733,0.889,0.0,7,0.337,-4.396,1,0.0414,120.046,4,0.785
252853,0.0328,0.396,0.629,0.0,9,0.183,-4.78,1,0.0287,173.794,4,0.358
166430,0.818,0.508,0.682,3.59e-06,10,0.0889,-5.467,1,0.0359,115.8,3,0.836
347586,0.65,0.397,0.26,0.00142,9,0.0842,-17.302,0,0.124,78.175,4,0.295
201000,0.0197,0.506,0.866,0.0,10,0.353,-3.371,1,0.0718,145.927,4,0.613
161596,0.973,0.508,0.0182,0.906,7,0.112,-19.991,1,0.0469,71.952,5,0.275
172500,0.108,0.456,0.833,1.71e-05,0,0.0592,-4.242,1,0.0964,159.808,4,0.261
175680,0.0018,0.453,0.914,0.0,1,0.349,-3.445,1,0.0825,129.841,4,0.504
174000,0.854,0.318,0.334,0.0,7,0.188,-9.267,0,0.0487,78.508,4,0.541
214947,0.00363,0.497,0.436,0.928,1,0.333,-9.743,1,0.195,119.014,4,0.246
162732,0.635,0.453,0.377,1.8e-06,1,0.099,-8.466,1,0.0896,149.95,4,0.222
167191,0.0408,0.731,0.252,0.787,10,0.103,-7.704,0,0.0442,89.003,4,0.471
350266,0.559,0.605,0.574,0.113,2,0.0684,-10.536,1,0.0377,129.449,4,0.543
96332,0.245,0.825,0.84,0.0,7,0.341,-3.651,1,0.227,115.062,4,0.52
143853,0.835,0.802,0.523,1.26e-06,2,0.0817,-6.479,1,0.0383,105.071,4,0.631
204878,0.00236,0.667,0.716,2.09e-06,7,0.0421,-5.693,1,0.0478,122.976,4,0.44
194220,0.94,0.393,0.347,0.000763,3,0.091,-10.552,0,0.101,77.624,4,0.0598
218855,0.00216,0.516,0.941,0.0,6,0.407,-4.371,0,0.0529,145.048,4,0.549
240720,0.0956,0.907,0.691,4.91e-05,10,0.0708,-5.925,0,0.0388,132.161,4,0.915
266986,0.0422,0.464,0.893,0.0,0,0.0531,-3.922,0,0.201,155.736,4,0.574
224903,0.0403,0.917,0.786,0.0,11,0.195,-4.921,0,0.208,143.038,4,0.441
129733,0.145,0.782,0.531,0.0501,1,0.238,-6.636,1,0.168,148.046,4,0.247
216053,0.0183,0.508,0.834,0.0,2,0.0732,-6.205,1,0.0386,139.131,4,0.774
203173,0.0509,0.558,0.539,0.0,8,0.133,-8.456,1,0.345,77.247,4,0.472
132232,0.24,0.638,0.708,0.0,1,0.311,-5.001,0,0.0421,103.16,4,0.582
222533,0.199,0.417,0.673,0.0,6,0.128,-7.719,1,0.0497,108.994,4,0.314
249506,0.422,0.927,0.721,4.36e-05,8,0.0422,-12.561,1,0.0908,103.018,4,0.965
263655,0.00806,0.719,0.557,0.00877,2,0.0965,-6.187,0,0.0355,121.997,4,0.488
212120,0.33,0.659,0.716,0.0,5,0.173,-5.673,0,0.111,148.015,4,0.437
178432,0.0544,0.889,0.418,0.000984,0,0.154,-9.437,1,0.0589,110.998,4,0.572
211710,0.000628,0.87,0.386,0.225,7,0.0322,-8.081,1,0.464,157.845,3,0.734
92577,0.711,0.649,0.766,0.096,6,0.323,-9.609,1,0.1,82.933,4,0.443
214280,0.274,0.726,0.484,2.44e-06,2,0.0874,-6.707,0,0.0477,62.493,4,0.561
212933,0.221,0.79,0.551,0.0,11,0.0682,-7.674,1,0.227,179.277,4,0.787
236400,0.333,0.468,0.621,0.00473,9,0.115,-7.373,1,0.0339,81.433,4,0.262
292773,0.407,0.61,0.849,0.0,8,0.28,-4.382,1,0.0461,177.634,4,0.742
248320,0.288,0.654,0.407,0.000143,4,0.142,-19.039,0,0.0561,104.074,4,0.924
255142,0.565,0.825,0.252,0.00853,7,0.0563,-19.311,1,0.105,111.847,4,0.895
266666,0.723,0.557,0.187,0.000102,11,0.112,-15.762,1,0.0285,97.436,4,0.147
255191,0.218,0.515,0.743,1.05e-05,4,0.517,-6.431,1,0.0512,132.038,4,0.32
204653,0.0713,0.673,0.836,0.0,1,0.0657,-4.574,1,0.0684,91.044,4,0.635
196138,0.836,0.769,0.261,0.0345,10,0.0853,-12.768,1,0.0327,104.976,4,0.606
145946,0.0764,0.614,0.706,0.0,4,0.306,-7.397,0,0.0292,127.952,4,0.867
102620,0.371,0.848,0.622,4e-05,1,0.108,-6.123,1,0.294,144.986,4,0.452
259427,0.0106,0.505,0.848,0.0,11,0.18,-5.173,0,0.0575,140.055,4,0.282
158906,0.113,0.85,0.94,0.435,8,0.0697,-3.428,1,0.036,122.047,4,0.897
188906,0.345,0.593,0.294,2.03e-05,1,0.287,-10.072,0,0.0499,113.847,4,0.152
191906,0.369,0.483,0.685,0.0,10,0.0817,-3.232,0,0.174,185.502,4,0.546
192053,0.887,0.389,0.396,0.0,7,0.0828,-7.999,1,0.0332,171.86,3,0.585
173585,0.165,0.829,0.573,0.0,11,0.0641,-6.708,0,0.394,137.028,4,0.372
334106,0.468,0.615,0.129,0.0,6,0.114,-14.892,1,0.0286,91.769,4,0.249
235746,0.0561,0.663,0.696,3.77e-05,9,0.0778,-4.957,0,0.103,180.113,4,0.738
363973,0.38,0.708,0.849,0.0,7,0.849,-2.666,1,0.324,148.102,4,0.649
172253,0.113,0.628,0.757,0.0,7,0.263,-3.561,1,0.0281,96.016,4,0.727
238613,0.0306,0.909,0.405,0.00698,6,0.105,-8.133,0,0.14,154.984,4,0.455
221426,0.415,0.529,0.509,0.0,0,0.171,-8.926,1,0.0253,142.311,4,0.27
211066,0.202,0.759,0.699,0.000131,0,0.443,-5.745,0,0.0307,92.96,4,0.907
257133,0.0567,0.524,0.711,0.0,0,0.134,-5.494,0,0.0405,203.867,4,0.539
118776,0.0125,0.723,0.401,8.75e-06,2,0.339,-9.584,1,0.212,149.773,4,0.137
250626,0.0665,0.52,0.887,0.000179,0,0.186,-3.296,1,0.0349,122.528,4,0.793
312626,0.0405,0.921,0.836,0.0,7,0.0802,-3.978,1,0.243,95.187,4,0.581
189401,0.0829,0.607,0.74,0.0,4,0.105,-4.793,0,0.172,108.05,4,0.219
210133,0.00343,0.595,0.919,0.000388,1,0.337,-5.109,0,0.0832,129.962,4,0.532
443480,0.779,0.582,0.61,6.54e-06,11,0.267,-6.641,0,0.103,93.658,4,0.826
230439,0.162,0.71,0.814,0.0,10,0.16,-4.575,1,0.0561,155.02,4,0.714
241933,0.159,0.745,0.666,0.0,9,0.302,-5.899,1,0.0566,129.995,4,0.708
210000,0.0187,0.783,0.761,0.126,5,0.125,-6.682,0,0.104,111.964,4,0.538
216000,0.0038,0.765,0.872,0.482,10,0.275,-6.993,0,0.119,118.074,4,0.901
224156,0.201,0.758,0.383,0.0,6,0.0728,-15.023,0,0.382,98.26,4,0.69
290125,0.552,0.329,0.316,0.0,7,0.126,-10.123,1,0.0273,92.34,4,0.327
182594,0.499,0.558,0.455,0.0,8,0.0992,-7.337,0,0.0382,160.096,4,0.316
186382,0.116,0.779,0.891,0.00541,8,0.0396,-4.754,1,0.0903,122.995,4,0.783
123233,0.000947,0.601,0.973,0.00196,8,0.906,-2.709,1,0.389,150.07,4,0.137
273087,0.12,0.877,0.54,0.0,4,0.23,-4.961,0,0.0513,141.984,4,0.255
505323,0.656,0.477,0.721,0.0451,0,0.629,-7.192,0,0.0523,116.277,4,0.636
272733,0.193,0.571,0.836,4.09e-06,0,0.182,-5.556,1,0.0371,141.608,4,0.73
169026,0.00129,0.494,0.946,0.0,4,0.398,-2.757,1,0.0637,103.408,4,0.741
245586,0.401,0.665,0.713,8.99e-06,10,0.103,-7.292,1,0.0496,104.6,4,0.614
220490,0.137,0.87,0.629,0.0,0,0.115,-3.824,1,0.0905,114.983,4,0.562
174275,0.337,0.669,0.561,0.0,1,0.198,-6.613,1,0.0318,114.405,3,0.867
205373,0.000119,0.427,0.867,0.489,7,0.0822,-7.182,1,0.219,167.299,4,0.763
237093,0.00328,0.614,0.752,0.0,7,0.379,-6.271,1,0.0652,95.018,4,0.444
263760,0.554,0.702,0.632,0.0,9,0.127,-6.508,1,0.0247,102.404,4,0.457
179480,0.219,0.664,0.894,0.0,0,0.134,-3.729,1,0.271,191.966,4,0.605
239773,0.00877,0.691,0.929,0.0,5,0.472,-2.73,0,0.0645,130.899,4,0.574
200727,0.234,0.702,0.317,5.97e-06,0,0.146,-9.8,0,0.0405,110.033,4,0.81
198733,0.724,0.364,0.318,0.000234,2,0.151,-13.345,1,0.0308,131.155,3,0.525
167987,0.138,0.685,0.736,0.0,8,0.147,-7.086,0,0.0413,99.93,4,0.591
199706,0.00541,0.583,0.662,1.96e-06,0,0.284,-6.025,1,0.156,150.305,4,0.636
209631,0.649,0.524,0.26,0.0259,0,0.106,-15.002,1,0.0469,169.958,3,0.148
174059,0.346,0.636,0.482,0.000202,1,0.0839,-9.98,0,0.0538,135.146,4,0.0947
163266,0.0114,0.326,0.929,0.000979,11,0.198,-5.754,1,0.174,164.984,4,0.521
204760,0.0833,0.971,0.4,0.000661,4,0.108,-7.154,0,0.0487,119.953,4,0.652
189466,0.216,0.448,0.612,0.0,2,0.08,-6.106,1,0.0708,97.773,4,0.213
263711,0.014,0.439,0.912,0.0897,5,0.115,-5.359,1,0.0951,157.662,4,0.243
138800,0.307,0.565,0.336,0.0,7,0.0949,-16.387,1,0.0319,82.294,4,0.796
194407,0.323,0.69,0.784,0.0,1,0.203,-4.653,1,0.032,106.066,4,0.669
187373,0.944,0.458,0.275,0.0194,10,0.271,-11.498,1,0.0261,88.718,4,0.449
164905,0.101,0.706,0.913,0.00029,4,0.123,-3.892,1,0.0394,125.952,4,0.674
210933,0.102,0.816,0.747,0.0,8,0.263,-6.468,0,0.0411,97.019,4,0.848
233297,0.000477,0.502,0.817,0.0,0,0.153,-3.508,1,0.0447,90.024,4,0.617
275986,0.114,0.677,0.509,0.0134,5,0.0659,-7.472,1,0.0252,93.042,4,0.525
212500,0.153,0.841,0.798,3.33e-06,1,0.0618,-4.206,0,0.229,95.948,4,0.591
163404,0.125,0.814,0.495,0.0,9,0.11,-7.405,0,0.0772,140.885,4,0.347
223000,0.032,0.719,0.703,1.14e-05,5,0.0656,-4.93,0,0.0392,101.984,4,0.72
253390,0.099,0.816,0.726,0.0,5,0.372,-3.998,0,0.129,136.048,4,0.65
202800,0.000111,0.483,0.853,0.429,0,0.0818,-3.35,1,0.0551,111.613,4,0.479
226301,0.0335,0.789,0.688,0.0633,1,0.0803,-7.029,1,0.049,122.957,4,0.514
258040,0.0491,0.779,0.867,7.98e-06,3,0.197,-3.704,0,0.0457,138.858,4,0.915
149933,0.739,0.454,0.838,2.3e-05,8,0.29,-6.971,1,0.0544,192.361,4,0.903
183013,0.414,0.733,0.589,1.04e-06,2,0.14,-5.303,1,0.0381,91.003,4,0.651
205663,0.478,0.308,0.205,7.54e-05,8,0.153,-12.962,1,0.0675,176.506,3,0.0745
240586,0.73,0.564,0.354,3.43e-06,7,0.208,-10.85,1,0.0334,98.075,3,0.423
181913,0.645,0.547,0.289,0.0,0,0.148,-8.131,1,0.0348,104.851,3,0.213
203760,0.0223,0.702,0.635,0.0,11,0.283,-6.917,0,0.265,144.004,4,0.873
201680,0.0104,0.597,0.751,0.0,6,0.0912,-4.982,0,0.193,103.956,4,0.568
189786,0.489,0.695,0.695,0.00019,2,0.131,-6.612,1,0.0706,100.021,4,0.468
222520,0.00292,0.569,0.783,0.0383,3,0.117,-5.191,1,0.05,195.088,4,0.888
284533,0.879,0.473,0.389,1.43e-05,7,0.207,-9.44,1,0.0315,79.535,4,0.33
183287,0.65,0.563,0.463,4.87e-06,9,0.0967,-9.249,0,0.4,149.571,4,0.276
242840,0.437,0.691,0.454,0.00227,6,0.0783,-9.13,1,0.0256,135.839,4,0.35
224226,0.167,0.719,0.935,0.0,7,0.0973,-3.752,1,0.0589,120.022,4,0.738
233949,0.804,0.239,0.234,0.0133,2,0.0688,-14.436,1,0.0385,74.313,5,0.117
272240,0.00456,0.513,0.932,2.48e-05,10,0.245,-5.016,1,0.172,168.062,4,0.665
297986,0.501,0.484,0.381,0.0,6,0.114,-13.232,1,0.0361,144.939,4,0.409
160626,0.71,0.714,0.346,0.00232,11,0.0998,-11.666,1,0.0371,113.264,4,0.57
260893,0.233,0.575,0.432,0.00135,10,0.0743,-13.642,0,0.0314,132.145,4,0.348
214040,0.000252,0.575,0.854,0.676,1,0.351,-5.847,0,0.0362,113.075,4,0.587
169186,0.000142,0.759,0.732,0.0016,1,0.0626,-5.546,1,0.118,140.005,4,0.379
164166,0.022,0.676,0.888,2.17e-06,5,0.3,-4.023,0,0.0497,95.971,4,0.595
212439,0.0492,0.668,0.921,0.00517,7,0.0877,-3.727,1,0.0439,120.0,4,0.782
219795,0.316,0.755,0.613,0.0,4,0.0935,-5.029,0,0.318,98.029,4,0.923
250909,0.173,0.811,0.472,0.407,8,0.0969,-13.446,0,0.0429,131.983,4,0.822
268695,0.547,0.683,0.778,0.0,5,0.138,-2.464,0,0.0395,86.779,4,0.958
192173,0.466,0.653,0.425,0.0,7,0.273,-6.253,1,0.0264,101.795,3,0.484
248000,0.66,0.219,0.323,0.0,10,0.106,-12.211,1,0.0333,170.437,4,0.339
182400,0.0657,0.642,0.933,1.04e-05,4,0.087,-2.887,0,0.0871,150.039,4,0.158
201660,0.297,0.752,0.488,9.11e-06,6,0.0936,-7.05,1,0.0705,136.041,4,0.533
182666,0.266,0.497,0.569,0.0,9,0.336,-10.632,1,0.0386,120.531,4,0.811
212591,1.82e-05,0.426,0.952,0.00038,2,0.335,-4.67,1,0.0807,77.045,4,0.63
130746,0.655,0.7,0.418,0.0,4,0.195,-11.238,0,0.033,119.627,4,0.721
200493,0.704,0.684,0.45,0.00191,7,0.243,-10.422,1,0.0332,102.902,4,0.639
182015,0.0221,0.618,0.778,0.0204,0,0.343,-5.069,0,0.134,173.938,4,0.36
211400,0.874,0.47,0.228,2.48e-05,3,0.133,-13.651,1,0.0316,116.947,4,0.14
176757,0.447,0.717,0.522,0.0,9,0.0939,-9.444,0,0.456,78.326,4,0.375
231266,0.354,0.68,0.563,0.0,10,0.136,-5.843,1,0.0454,145.028,4,0.374
210133,0.0261,0.47,0.978,1.09e-05,7,0.356,-5.399,1,0.0727,117.906,4,0.503
172986,0.589,0.676,0.58,0.000145,5,0.218,-14.217,1,0.0506,95.358,4,0.89
220240,3.99e-05,0.493,0.937,0.611,11,0.429,-6.23,0,0.0492,154.069,4,0.35
183092,0.448,0.735,0.702,0.00752,2,0.0951,-5.989,1,0.278,201.988,4,0.656
176000,0.0097,0.623,0.872,0.0,11,0.0708,-3.773,0,0.147,105.147,4,0.355
256071,0.000621,0.315,0.826,0.000669,7,0.0703,-4.315,0,0.0644,139.163,4,0.359
197376,0.225,0.65,0.785,6.36e-05,0,0.138,-4.039,1,0.0383,101.002,4,0.475
146622,8.36e-05,0.26,0.985,0.000122,9,0.367,-3.704,1,0.063,103.54,4,0.292
160625,0.99,0.424,0.00528,0.943,7,0.0746,-31.853,1,0.0453,82.394,4,0.179
185826,0.358,0.462,0.703,0.000477,2,0.332,-12.691,1,0.0663,129.821,4,0.691
242000,0.00974,0.649,0.842,0.00199,8,0.0464,-4.146,1,0.161,103.806,3,0.651
251773,0.129,0.764,0.59,0.00847,7,0.0851,-4.292,1,0.0395,99.996,4,0.281
166253,0.152,0.465,0.866,0.0,0,0.119,-5.453,1,0.495,169.237,4,0.712
251859,0.157,0.709,0.362,0.0,11,0.109,-9.814,1,0.055,122.043,4,0.113
225986,8.98e-06,0.441,0.936,0.00486,4,0.0791,-6.823,1,0.0839,75.988,4,0.4
120550,0.103,0.579,0.587,0.0,9,0.112,-8.383,0,0.355,85.732,4,0.705
388733,0.0505,0.558,0.364,5.02e-06,4,0.0753,-11.258,0,0.0265,142.171,3,0.17
224840,0.0423,0.774,0.756,0.0,1,0.305,-4.995,1,0.0389,144.032,4,0.931
200265,0.211,0.845,0.668,0.0,1,0.122,-6.702,0,0.0447,106.017,4,0.721
169226,0.0142,0.737,0.794,0.000515,7,0.597,-3.606,1,0.061,100.019,4,0.484
265053,0.0146,0.511,0.937,0.0,2,0.304,-5.116,0,0.115,163.141,4,0.484
202533,0.0104,0.547,0.995,0.0,11,0.319,-2.872,0,0.0991,100.064,4,0.508
174093,0.638,0.62,0.193,0.0136,0,0.107,-13.404,1,0.0439,129.979,4,0.155
109090,0.303,0.914,0.245,0.482,4,0.107,-9.504,0,0.411,87.992,4,0.648
250520,0.292,0.828,0.89,4.67e-05,6,0.196,-6.094,0,0.224,173.954,4,0.842
102170,0.00949,0.794,0.507,0.0,6,0.0994,-7.53,1,0.266,80.041,3,0.469
134440,0.984,0.646,0.136,0.0,5,0.135,-13.003,1,0.08,97.092,3,0.735
185620,0.0997,0.571,0.937,0.496,2,0.125,-2.682,0,0.0336,125.027,4,0.512
208226,0.968,0.441,0.379,0.262,2,0.639,-9.545,1,0.0449,174.118,3,0.105
305280,0.305,0.72,0.67,0.0,2,0.0928,-10.224,1,0.132,121.342,4,0.566
301840,0.0762,0.763,0.76,0.0,4,0.26,-7.975,0,0.259,87.095,4,0.599
194533,0.00144,0.627,0.63,0.19,9,0.337,-12.33,1,0.0403,125.154,4,0.323
257200,0.0117,0.421,0.791,1.48e-05,9,0.146,-4.998,1,0.0496,130.075,4,0.499
269906,0.000334,0.316,0.484,0.00445,9,0.0912,-9.11,0,0.0308,117.363,3,0.299
248200,0.0135,0.677,0.743,0.00222,6,0.0581,-5.876,1,0.0611,127.971,4,0.469
173600,0.0651,0.797,0.844,0.0,11,0.087,-5.482,1,0.275,170.142,4,0.52
161960,0.908,0.747,0.226,0.000168,7,0.107,-13.635,1,0.0415,123.789,4,0.778
217933,0.00623,0.735,0.482,0.0144,8,0.448,-9.445,1,0.139,181.995,4,0.315
193062,0.00188,0.285,0.914,0.00305,11,0.466,-2.977,0,0.0695,84.682,4,0.354
157437,0.477,0.73,0.334,0.00707,3,0.105,-10.558,0,0.0365,110.977,4,0.515
232466,0.000199,0.479,0.512,0.0164,11,0.123,-12.462,0,0.0382,118.953,4,0.795
173173,0.000427,0.487,0.884,0.402,5,0.0954,-11.995,1,0.0425,135.533,4,0.569
190000,0.288,0.531,0.854,0.0,10,0.0773,-3.149,1,0.198,94.419,4,0.456
226373,0.00962,0.742,0.728,3.73e-05,10,0.134,-6.626,0,0.0315,96.01,4,0.697
196333,0.00151,0.753,0.616,7.1e-06,2,0.291,-7.34,1,0.165,156.83,4,0.287
193073,0.000538,0.619,0.663,0.0324,2,0.286,-7.249,1,0.0608,93.427,5,0.277
220693,0.0316,0.709,0.832,1.2e-06,11,0.103,-5.008,1,0.0466,96.007,4,0.631
186428,0.978,0.642,0.194,0.549,0,0.0743,-13.37,1,0.0347,112.055,4,0.0809
150893,0.0523,0.688,0.757,0.0,1,0.0902,-5.202,0,0.0612,120.031,4,0.941
193613,0.15,0.703,0.868,0.132,7,0.104,-4.661,0,0.0291,121.03,4,0.733
225410,0.0136,0.628,0.811,5.52e-05,6,0.107,-6.27,1,0.0583,128.013,4,0.514
187208,0.0273,0.768,0.873,6.15e-06,10,0.676,-3.111,0,0.136,163.955,4,0.8
264306,0.0576,0.559,0.345,0.000105,4,0.141,-13.496,1,0.0459,84.581,4,0.458
262600,0.0101,0.334,0.694,0.0313,7,0.316,-7.41,1,0.0961,176.897,3,0.166
195000,0.0723,0.609,0.726,8.45e-06,5,0.0895,-4.346,0,0.0414,93.958,4,0.362
189099,0.00795,0.634,0.912,0.027,1,0.228,-3.302,1,0.18,165.082,4,0.53
173026,0.101,0.768,0.864,0.0,11,0.162,-6.145,1,0.0324,110.008,4,0.891
268833,0.602,0.805,0.365,0.0,6,0.714,-12.469,1,0.407,94.971,4,0.764
238626,0.0863,0.707,0.813,0.0,11,0.168,-4.515,0,0.0571,124.921,4,0.722
212569,0.00241,0.529,0.499,5.52e-05,7,0.0875,-6.545,1,0.0272,139.981,4,0.495
201933,0.905,0.266,0.0596,7.07e-05,0,0.132,-18.515,1,0.0363,181.74,3,0.143
229880,0.0592,0.713,0.582,3.67e-06,7,0.265,-11.84,1,0.033,155.544,4,0.976
195999,0.0091,0.404,0.919,0.0,4,0.0932,-6.76,1,0.139,93.92,4,0.207
163026,0.777,0.863,0.382,0.00103,10,0.109,-14.34,1,0.0464,105.766,4,0.744
217946,0.0403,0.836,0.544,0.0,7,0.0824,-5.975,1,0.0943,97.028,4,0.51
