song_duration_ms,acousticness,danceability,energy,instrumentalness,key,liveness,loudness,audio_mode,speechiness,tempo,time_signature,audio_valence
171066,0.0172,0.795,0.706,0.000384,7,0.326,-7.494,1,0.101,95.593,4,0.623
218627,0.277,0.516,0.484,0.0,9,0.129,-5.844,1,0.0659,113.134,4,0.174
212745,0.328,0.631,0.44,0.0,1,0.239,-5.948,1,0.028,136.033,4,0.418
287306,0.648,0.45,0.658,3.14e-06,2,0.264,-7.064,1,0.0472,106.799,4,0.781
166973,0.012,0.635,0.573,0.00301,8,0.756,-5.417,1,0.0758,92.046,4,0.224
112977,0.0982,0.734,0.415,3.17e-05,9,0.104,-9.105,0,0.125,87.841,4,0.37
324189,0.371,0.855,0.694,0.0,2,0.109,-4.393,1,0.169,122.078,4,0.49
169620,0.182,0.79,0.629,7.06e-06,8,0.338,-4.055,1,0.142,170.023,4,0.267
175615,0.57,0.653,0.525,0.0,4,0.141,-7.446,1,0.0414,156.996,4,0.633
258745,0.0113,0.662,0.784,0.0,2,0.715,-7.164,1,0.052,98.729,5,0.107
191000,0.00349,0.625,0.864,2.2e-05,1,0.131,-3.942,0,0.041,123.022,4,0.115
188160,0.0244,0.578,0.861,0.0101,6,0.169,-4.591,0,0.133,125.062,4,0.156
190786,0.408,0.616,0.754,3.45e-06,7,0.127,-7.312,0,0.0689,117.924,4,0.376
193693,0.0445,0.863,0.701,0.0,5,0.482,-5.95,0,0.265,100.973,4,0.854
161832,0.0827,0.801,0.567,2.71e-05,8,0.099,-8.098,1,0.214,135.06,4,0.518
214084,0.0142,0.712,0.604,5.58e-06,7,0.311,-5.758,1,0.0356,117.996,4,0.563
349319,0.0161,0.609,0.816,0.0156,6,0.114,-6.528,0,0.034,118.007,4,0.422
261973,0.0406,0.777,0.601,0.00201,2,0.0348,-5.931,1,0.126,97.911,4,0.68
219466,0.0848,0.728,0.718,0.0,8,0.0579,-5.281,0,0.0501,95.922,4,0.733
346280,0.132,0.522,0.85,0.0338,7,0.295,-4.769,1,0.0361,124.216,4,0.71
228400,0.0154,0.879,0.547,1.65e-05,6,0.0295,-5.67,0,0.148,99.014,4,0.665
215093,0.162,0.693,0.825,0.00144,9,0.251,-7.308,1,0.0301,125.892,4,0.981
181960,0.701,0.707,0.408,0.0,5,0.105,-12.776,0,0.0366,126.399,4,0.843
205861,0.129,0.706,0.783,0.0,2,0.0952,-5.337,1,0.424,130.195,4,0.513
429760,0.369,0.413,0.725,2.16e-05,3,0.0905,-5.787,0,0.0324,124.618,4,0.44
193653,0.00417,0.356,0.872,0.00975,2,0.0997,-7.837,1,0.068,166.3,4,0.607
185840,0.895,0.648,0.577,0.0446,6,0.0848,-9.916,0,0.144,97.91,4,0.353
185235,0.892,0.314,0.173,0.00842,7,0.109,-15.488,1,0.0387,135.048,4,0.123
338853,0.071,0.375,0.862,0.0,11,0.211,-3.363,0,0.255,159.841,4,0.478
253960,0.652,0.564,0.262,0.000204,0,0.0896,-19.746,1,0.105,104.5,4,0.376
247293,0.283,0.613,0.512,1.42e-05,6,0.123,-8.341,1,0.0383,146.013,4,0.177
190909,0.138,0.878,0.555,1.34e-06,1,0.151,-7.639,0,0.202,88.029,4,0.751
210025,0.391,0.081,0.0989,0.884,11,0.0869,-14.633,1,0.0418,168.813,4,0.023
198000,0.175,0.64,0.904,1.21e-05,9,0.105,-4.28,1,0.0874,99.41,4,0.559
227619,0.887,0.637,0.129,0.0,11,0.0719,-17.082,1,0.0346,125.802,4,0.298
346022,0.13,0.63,0.782,0.0,10,0.109,-5.517,1,0.174,98.152,4,0.29
166253,0.00245,0.695,0.818,3.36e-06,6,0.305,-5.532,0,0.0482,102.976,4,0.599
209746,0.00117,0.742,0.847,8.49e-06,11,0.142,-2.763,0,0.0485,112.95,4,0.516
195466,0.765,0.859,0.244,0.0,5,0.126,-13.397,1,0.0562,121.962,4,0.875
261705,0.000108,0.528,0.976,0.0,2,0.24,-2.188,1,0.0803,100.082,4,0.511
270094,0.613,0.388,0.322,0.000534,2,0.0887,-8.933,1,0.0356,86.739,4,0.454
107160,0.713,0.672,0.534,0.0454,6,0.637,-12.922,0,0.424,87.144,4,0.686
264306,0.0576,0.559,0.345,0.000105,4,0.141,-13.496,1,0.0459,84.581,4,0.458
360266,0.039,0.833,0.615,0.807,4,0.1,-8.714,0,0.0433,118.008,4,0.663
211693,0.812,0.666,0.324,0.0534,5,0.104,-11.927,0,0.0381,84.008,4,0.219
213160,0.007,0.73,0.518,6.15e-06,2,0.136,-10.98,1,0.0324,130.041,4,0.149
230000,0.502,0.524,0.274,0.257,6,0.0924,-13.931,1,0.295,167.998,4,0.342
239026,0.365,0.81,0.835,0.00201,4,0.0523,-10.18,1,0.0847,125.67,4,0.948
245493,0.225,0.6,0.663,0.0,3,0.119,-5.802,1,0.0477,121.07,4,0.286
172933,0.128,0.743,0.529,0.0,7,0.181,-6.187,0,0.0505,102.048,4,0.438
205229,0.0533,0.747,0.911,0.0,4,0.0706,-2.992,1,0.058,120.042,4,0.906
182587,0.892,0.691,0.271,0.0,6,0.109,-7.583,1,0.0335,89.99,4,0.548
279520,0.195,0.707,0.735,5.88e-06,8,0.347,-4.881,0,0.0615,86.271,4,0.829
145822,0.929,0.809,0.114,0.907,10,0.101,-10.573,0,0.109,78.98,4,0.145
273866,0.452,0.427,0.299,0.000126,9,0.209,-8.055,0,0.0275,147.996,3,0.109
145641,0.993,0.705,0.121,0.918,7,0.156,-15.884,0,0.0774,120.056,3,0.374
199906,0.344,0.918,0.918,5.35e-06,10,0.0243,-2.218,0,0.0954,110.024,4,0.882
286160,0.00136,0.642,0.875,0.000192,9,0.0596,-5.215,1,0.0532,134.022,4,0.735
162857,0.875,0.912,0.311,0.0,11,0.105,-8.705,1,0.185,112.009,4,0.34
185918,8.71e-06,0.445,0.92,4.68e-06,2,0.613,-7.585,1,0.0425,92.524,4,0.585
276693,0.0164,0.699,0.812,0.000763,0,0.105,-6.005,1,0.0377,138.185,4,0.662
156055,0.076,0.951,0.731,0.0,1,0.053,-6.091,1,0.102,100.022,4,0.781
211676,0.00553,0.922,0.516,0.0,2,0.0392,-5.967,1,0.298,139.02,4,0.645
164764,0.187,0.857,0.772,0.00181,10,0.0851,-4.736,0,0.194,94.028,4,0.589
220212,0.61,0.335,0.224,0.955,3,0.103,-15.825,1,0.035,94.017,3,0.0937
223640,0.161,0.525,0.594,0.949,4,0.0751,-14.033,0,0.0907,157.917,4,0.0703
281226,0.0705,0.537,0.685,0.0,1,0.0839,-8.935,0,0.0333,120.965,4,0.542
177426,0.0586,0.68,0.507,6.49e-06,7,0.0754,-5.929,1,0.0336,123.47,4,0.854
131160,0.905,0.504,0.315,0.0,4,0.229,-9.997,1,0.0354,102.516,4,0.665
196349,0.0424,0.612,0.685,3.74e-05,2,0.151,-9.838,1,0.0656,102.253,4,0.579
217573,0.21,0.627,0.8,0.000123,1,0.137,-6.945,1,0.162,175.815,4,0.912
204426,5.54e-05,0.36,0.879,0.0,4,0.295,-4.988,0,0.0666,172.103,4,0.395
325506,0.0146,0.763,0.786,0.0114,10,0.0817,-6.472,0,0.229,93.857,4,0.504
212626,0.547,0.729,0.546,0.00287,7,0.0651,-9.305,1,0.0285,119.941,4,0.406
265906,1.84e-05,0.302,0.819,0.000416,11,0.0568,-11.364,0,0.0824,102.048,4,0.309
173810,0.0727,0.684,0.761,0.0,5,0.231,-4.452,0,0.153,87.909,4,0.72
512024,0.000363,0.454,0.945,0.323,9,0.108,-6.925,0,0.0975,134.945,4,0.215
185142,0.00756,0.545,0.765,0.244,9,0.227,-7.838,1,0.128,140.066,4,0.539
247173,0.089,0.547,0.897,0.0,10,0.361,-10.283,0,0.135,120.035,4,0.255
199226,0.0558,0.575,0.571,0.0,1,0.0912,-7.906,1,0.0439,105.049,4,0.449
220800,0.0359,0.443,0.96,0.0332,0,0.222,-2.413,1,0.225,150.229,3,0.237
260233,0.00219,0.709,0.857,0.0,9,0.103,-3.394,1,0.0881,126.038,4,0.446
230880,0.000728,0.786,0.669,0.0,1,0.0346,-8.273,0,0.0669,77.177,4,0.832
428133,0.291,0.456,0.696,0.000207,5,0.0853,-10.0,1,0.0653,142.156,4,0.508
158573,0.877,0.611,0.479,6.5e-06,5,0.106,-8.074,0,0.117,82.366,4,0.79
212027,0.00517,0.747,0.592,1.48e-05,8,0.124,-6.334,1,0.0457,110.991,3,0.176
212120,0.316,0.661,0.715,0.0,5,0.178,-5.651,0,0.119,148.027,4,0.411
156173,0.549,0.763,0.656,0.0,0,0.125,-6.86,1,0.0417,118.394,4,0.926
236571,0.0539,0.609,0.619,0.00146,3,0.0888,-7.189,1,0.188,168.255,4,0.169
197195,0.377,0.766,0.292,0.0633,0,0.085,-10.228,1,0.031,92.528,4,0.28
121346,0.073,0.754,0.342,0.0,10,0.193,-8.677,0,0.0991,128.981,4,0.423
221543,0.0185,0.558,0.934,0.21,10,0.275,-4.072,0,0.0355,130.008,4,0.385
155200,0.000361,0.602,0.873,0.855,1,0.268,-5.683,0,0.0407,149.957,4,0.867
284055,0.0792,0.862,0.485,0.881,1,0.101,-12.14,1,0.0628,120.003,4,0.145
223200,0.637,0.556,0.207,1.37e-06,9,0.228,-16.11,1,0.0334,86.683,3,0.267
381318,0.0217,0.907,0.442,0.0,1,0.0626,-15.911,1,0.421,96.723,4,0.783
187253,0.826,0.541,0.377,0.0,10,0.064,-9.95,0,0.0583,117.965,4,0.596
239546,0.0516,0.934,0.459,0.0,1,0.222,-7.654,1,0.189,103.04,4,0.697
196214,0.0181,0.684,0.816,0.0,10,0.0222,-5.211,0,0.0322,121.993,4,0.702
251586,0.88,0.271,0.16,0.0,9,0.0979,-10.038,0,0.037,73.11,4,0.402
162031,0.55,0.71,0.651,2.52e-06,2,0.193,-5.972,1,0.175,80.086,4,0.294
210413,0.964,0.49,0.127,0.0,2,0.0987,-12.161,0,0.0583,102.653,4,0.311
196832,0.119,0.592,0.848,0.0,1,0.624,-5.501,0,0.392,160.637,5,0.825
200293,0.185,0.786,0.695,0.0,1,0.123,-5.343,0,0.353,97.957,4,0.591
287893,0.0402,0.802,0.794,0.5,10,0.342,-7.351,0,0.125,102.37,4,0.614
174860,0.49,0.755,0.625,0.0,2,0.157,-7.114,1,0.0896,147.02,4,0.374
182960,0.29,0.478,0.678,0.0,7,0.577,-7.032,1,0.0364,151.466,4,0.892
253866,0.204,0.958,0.705,2.02e-05,1,0.115,-4.916,1,0.167,124.997,4,0.516
208186,0.112,0.735,0.77,0.0,4,0.129,-4.851,1,0.143,97.981,4,0.492
172800,0.149,0.88,0.428,5.07e-05,9,0.114,-8.28,1,0.206,100.007,4,0.333
158772,0.0156,0.67,0.847,0.0,9,0.22,-3.723,1,0.043,150.109,4,0.613
163870,0.047,0.643,0.783,0.0,10,0.083,-6.458,1,0.0856,154.084,4,0.579
270840,0.00702,0.599,0.816,2.8e-06,6,0.508,-5.002,0,0.0514,126.02,4,0.595
236384,0.406,0.604,0.551,0.0,10,0.395,-5.768,0,0.0478,76.067,4,0.423
202962,0.00422,0.792,0.454,0.0,9,0.285,-6.753,1,0.458,161.993,4,0.674
185346,0.112,0.755,0.648,0.0212,10,0.18,-5.378,1,0.0605,90.062,4,0.722
204346,0.0512,0.772,0.78,0.0,10,0.119,-4.288,0,0.108,124.988,4,0.719
194570,0.396,0.381,0.593,0.00245,2,0.113,-7.376,1,0.0382,79.848,4,0.477
221000,0.0589,0.61,0.794,0.000239,1,0.104,-5.476,1,0.0301,90.014,4,0.249
220560,0.447,0.784,0.713,0.14,0,0.0904,-6.865,1,0.0339,115.443,4,0.97
217385,0.036,0.734,0.817,0.00205,9,0.121,-7.533,1,0.0385,123.92,4,0.914
198001,0.548,0.828,0.56,3.66e-05,0,0.15,-6.685,1,0.0327,122.054,4,0.872
233712,0.581,0.825,0.652,0.0,1,0.0931,-3.183,0,0.0802,95.977,4,0.931
269586,0.936,0.537,0.288,0.772,2,0.109,-14.784,1,0.0269,95.017,4,0.318
284320,0.836,0.499,0.371,0.00557,10,0.131,-11.624,1,0.0449,110.274,4,0.684
227040,0.0902,0.558,0.867,0.0,7,0.378,-6.439,1,0.0449,163.213,4,0.942
185026,0.0019,0.522,0.952,0.0,11,0.37,-2.915,1,0.045,128.187,4,0.614
194931,0.0258,0.838,0.654,0.00487,10,0.0466,-6.319,1,0.0432,124.983,4,0.636
60000,0.662,0.815,0.219,0.0,11,0.106,-12.898,0,0.512,119.977,5,0.162
392668,0.0251,0.794,0.901,0.00986,11,0.139,-4.652,0,0.0697,123.672,4,0.789
236160,0.000178,0.546,0.942,0.145,7,0.362,-3.036,1,0.0451,151.055,4,0.407
220960,0.0302,0.813,0.689,1.98e-06,1,0.375,-5.427,1,0.343,90.288,4,0.941
185280,0.00577,0.679,0.88,0.0875,3,0.0725,-5.462,1,0.053,125.005,4,0.582
163761,0.0303,0.775,0.875,0.0,4,0.312,-4.593,1,0.042,120.989,4,0.501
233142,0.000228,0.685,0.59,0.96,0,0.0862,-7.101,0,0.0481,140.076,4,0.513
195466,0.0485,0.708,0.663,0.000441,7,0.0725,-12.344,1,0.0327,103.466,4,0.88
125185,0.283,0.637,0.229,0.862,5,0.1,-12.375,0,0.305,242.318,3,0.438
207200,0.000112,0.377,0.971,0.00146,6,0.371,-3.316,1,0.134,140.025,4,0.326
284733,0.229,0.45,0.747,0.0,8,0.14,-6.371,1,0.0452,93.363,4,0.777
187346,0.0116,0.488,0.842,0.00127,6,0.146,-5.926,1,0.0469,90.003,4,0.41
180998,0.399,0.773,0.931,4.37e-06,0,0.273,-6.04,1,0.113,130.058,4,0.548
223655,0.0233,0.565,0.386,0.00113,7,0.109,-11.856,0,0.0299,73.019,3,0.184
304699,0.131,0.622,0.674,0.0,6,0.402,-7.097,0,0.0719,114.958,4,0.438
250000,0.475,0.684,0.481,6.57e-05,2,0.118,-12.59,1,0.0384,115.078,4,0.784
132306,0.417,0.566,0.804,0.0,6,0.112,-5.783,1,0.0364,149.989,4,0.858
196773,0.541,0.538,0.599,0.239,1,0.0808,-8.663,1,0.038,92.007,4,0.224
151062,0.454,0.651,0.573,0.0,1,0.155,-9.468,1,0.315,78.219,4,0.605
250453,0.00087,0.475,0.644,0.279,9,0.123,-7.782,1,0.0326,149.838,4,0.568
181125,0.701,0.654,0.579,0.0,10,0.305,-5.561,0,0.0728,173.094,4,0.854
206493,0.255,0.808,0.767,0.0197,1,0.0886,-4.912,0,0.0445,94.998,4,0.722
151693,0.995,0.375,0.00579,0.95,3,0.11,-28.248,1,0.0539,68.336,5,0.215
207520,0.486,0.601,0.508,0.0,9,0.071,-8.231,1,0.242,170.042,4,0.64
112353,0.744,0.84,0.453,0.00086,11,0.16,-7.554,1,0.168,87.043,4,0.648
238120,0.214,0.707,0.788,0.000571,6,0.308,-5.269,1,0.0333,120.465,4,0.746
225173,1.26e-05,0.482,0.878,0.647,11,0.409,-6.154,0,0.0549,123.543,4,0.538
256720,0.239,0.65,0.669,0.0,3,0.0496,-6.399,0,0.419,175.695,4,0.757
195419,0.0776,0.643,0.904,0.0,0,0.189,-3.694,1,0.0739,103.028,4,0.481
262022,0.126,0.801,0.774,0.011,10,0.138,-4.486,0,0.177,125.017,4,0.658
192777,0.00594,0.559,0.724,0.0,9,0.102,-4.18,0,0.0348,128.883,4,0.304
187436,0.0691,0.719,0.704,0.0,1,0.166,-4.724,1,0.0476,133.002,4,0.628
204250,0.0682,0.879,0.866,0.0777,11,0.0825,-5.493,1,0.0908,128.017,4,0.679
247173,0.0139,0.637,0.916,2.27e-05,7,0.21,-6.95,1,0.0458,114.987,4,0.506
176167,0.936,0.526,0.293,0.000314,11,0.088,-12.358,0,0.0322,120.05,4,0.144
192111,0.0428,0.69,0.876,0.0,2,0.147,-4.159,1,0.059,123.994,4,0.493
251240,0.148,0.794,0.793,1.21e-06,11,0.284,-3.486,0,0.133,85.005,4,0.284
510400,0.833,0.568,0.757,0.0488,5,0.713,-5.341,1,0.0608,76.169,4,0.745
234837,1.82e-05,0.504,0.973,0.0427,6,0.183,-2.887,1,0.185,143.067,4,0.685
234240,0.0234,0.378,0.925,0.00062,9,0.18,-3.781,1,0.185,108.525,4,0.584
284000,0.00583,0.678,0.77,0.0,9,0.109,-4.399,0,0.222,90.0,4,0.412
182493,8.02e-05,0.341,0.552,0.616,8,0.0591,-10.503,1,0.0423,121.361,4,0.486
184866,0.00022,0.524,0.939,0.0,9,0.623,-3.994,1,0.113,150.184,4,0.661
191728,0.000253,0.522,0.955,0.0979,0,0.298,-5.221,1,0.0677,111.974,5,0.276
182630,0.186,0.726,0.899,0.00101,5,0.13,-2.597,1,0.134,124.031,4,0.449
229933,0.243,0.909,0.539,0.0,8,0.0674,-4.278,0,0.116,90.038,4,0.869
316466,0.122,0.541,0.677,0.0191,4,0.0938,-10.764,1,0.0373,101.1,4,0.555
189386,0.233,0.76,0.966,0.0,7,0.346,-3.013,0,0.0574,105.528,4,0.917
198200,0.25,0.795,0.679,3.5e-06,11,0.221,-5.616,0,0.0725,100.021,4,0.687
252493,0.00853,0.482,0.601,0.000187,7,0.249,-12.846,1,0.0486,125.619,4,0.774
310693,0.0113,0.706,0.889,0.0,10,0.708,-6.124,0,0.244,140.879,4,0.633
66206,0.754,0.679,0.172,0.938,0,0.107,-13.146,1,0.0441,86.998,4,0.223
213093,0.00631,0.715,0.833,0.0,2,0.164,-5.379,1,0.108,95.487,4,0.612
212500,0.153,0.841,0.798,3.33e-06,1,0.0618,-4.206,0,0.229,95.948,4,0.591
230896,0.212,0.625,0.44,0.0,6,0.215,-12.07,1,0.0535,179.886,4,0.733
155586,0.267,0.693,0.752,0.0,7,0.158,-4.599,0,0.0468,86.039,4,0.536
184506,0.00581,0.42,0.881,0.0,1,0.147,-5.781,0,0.394,144.545,4,0.546
340560,0.701,0.543,0.395,4.24e-05,9,0.0961,-11.396,1,0.0267,94.872,3,0.231
222533,0.199,0.417,0.673,0.0,6,0.128,-7.719,1,0.0497,108.994,4,0.314
219428,0.0307,0.847,0.834,1.14e-05,11,0.0624,-6.352,1,0.0898,140.054,4,0.673
251253,0.512,0.625,0.758,0.00022,5,0.153,-6.213,0,0.0463,119.719,4,0.695
142066,0.206,0.601,0.631,0.0,2,0.0929,-5.817,1,0.281,92.998,4,0.341
172586,0.957,0.707,0.163,4.59e-06,0,0.0988,-12.704,1,0.0369,142.451,4,0.519
327272,0.166,0.78,0.63,0.156,2,0.105,-6.52,0,0.0334,120.988,4,0.367
247960,0.155,0.629,0.824,0.000628,9,0.0651,-6.53,1,0.159,128.01,4,0.852
231493,0.000772,0.579,0.963,0.00103,6,0.495,-4.443,0,0.0762,136.061,4,0.613
243960,0.0191,0.521,0.752,0.0,11,0.0682,-5.374,0,0.0369,105.051,4,0.3
251920,0.979,0.47,0.218,0.406,11,0.282,-11.49,1,0.0307,71.963,4,0.193
273735,0.931,0.184,0.185,0.964,2,0.105,-21.643,0,0.0408,120.491,4,0.0399
282659,0.348,0.296,0.249,7.41e-05,2,0.152,-12.876,1,0.0283,141.198,4,0.303
169565,0.271,0.789,0.665,5.45e-06,4,0.0947,-6.067,1,0.174,92.066,4,0.514
307200,0.585,0.688,0.614,0.0,9,0.0978,-9.247,1,0.0378,176.396,4,0.852
165381,0.102,0.623,0.709,0.0,1,0.0967,-9.818,0,0.0636,122.394,4,0.948
216000,0.00576,0.684,0.823,7.42e-06,0,0.201,-4.881,1,0.0296,117.993,4,0.384
223064,0.0275,0.792,0.704,2.6e-05,2,0.116,-5.637,1,0.179,154.938,4,0.38
247066,0.122,0.506,0.563,0.0,7,0.302,-6.881,1,0.0284,137.177,4,0.246
216520,0.903,0.34,0.226,0.000158,8,0.124,-12.007,1,0.0301,139.28,3,0.223
238933,0.18,0.663,0.957,0.0,11,0.348,-2.823,1,0.0584,125.678,4,0.937
181237,0.524,0.466,0.413,0.0,3,0.374,-11.772,0,0.445,172.941,5,0.366
282358,0.00843,0.656,0.523,0.00167,8,0.0687,-6.862,0,0.0764,119.96,4,0.279
130403,0.0636,0.774,0.507,0.0,1,0.138,-6.952,0,0.065,140.067,4,0.508
158000,0.295,0.711,0.681,6.47e-06,2,0.137,-5.188,1,0.222,99.694,4,0.461
167466,0.171,0.941,0.748,1.91e-06,1,0.051,-5.209,1,0.261,138.02,4,0.681
259093,0.0328,0.668,0.603,0.0303,6,0.0984,-4.787,0,0.032,119.972,4,0.286
234373,0.308,0.749,0.637,0.0,7,0.0878,-6.924,1,0.0764,99.951,4,0.798
206666,0.692,0.675,0.554,1.9e-06,9,0.129,-8.928,0,0.319,85.664,4,0.435
318413,0.0811,0.476,0.811,0.00174,7,0.102,-5.072,0,0.0337,147.08,4,0.187
196560,0.00956,0.27,0.83,0.434,7,0.142,-4.592,1,0.0741,117.314,4,0.205
303308,0.353,0.77,0.591,0.312,1,0.107,-9.2,1,0.339,79.768,4,0.101
182500,0.784,0.646,0.273,0.0,7,0.1,-14.194,1,0.214,200.382,4,0.897
250820,0.127,0.672,0.764,0.0,0,0.0735,-5.067,1,0.0678,105.004,4,0.438
198400,0.0605,0.869,0.887,0.0,0,0.148,-4.505,1,0.0993,129.221,4,0.784
224693,0.2,0.537,0.84,2.15e-06,9,0.0998,-4.626,1,0.0363,124.269,4,0.211
305500,0.175,0.539,0.831,0.00371,4,0.236,-5.025,1,0.0459,169.93,4,0.476
261399,0.00204,0.852,0.803,0.0,6,0.121,-6.929,0,0.264,96.2,4,0.752
242733,8.14e-05,0.547,0.707,0.000149,0,0.285,-8.74,1,0.0338,119.576,4,0.654
319840,0.0633,0.643,0.866,6.78e-05,10,0.0436,-4.673,0,0.0341,181.461,3,0.961
289591,0.271,0.563,0.221,6.7e-06,4,0.102,-11.713,0,0.0296,80.02,4,0.344
227555,0.418,0.566,0.447,0.00443,1,0.114,-8.303,1,0.0372,101.171,3,0.0394
180053,0.451,0.639,0.468,0.0102,5,0.12,-8.329,1,0.0231,97.53,3,0.42
210528,0.0315,0.634,0.897,0.00739,7,0.0698,-5.754,0,0.0529,133.969,4,0.922
254293,0.166,0.486,0.45,2.06e-06,5,0.54,-10.298,1,0.0267,100.456,4,0.55
536040,0.181,0.529,0.944,0.0109,7,0.839,-5.89,1,0.116,115.433,4,0.278
271066,0.266,0.81,0.458,0.0,4,0.174,-7.495,0,0.105,125.049,4,0.493
188906,0.143,0.646,0.572,0.000171,11,0.0852,-6.249,0,0.0281,127.98,3,0.27
131711,0.34,0.752,0.476,0.761,1,0.155,-7.252,1,0.114,163.967,4,0.59
261590,0.496,0.418,0.958,0.0583,7,0.497,-5.678,1,0.0728,123.639,4,0.676
202853,0.0824,0.741,0.894,0.0527,4,0.089,-3.826,1,0.0495,114.869,4,0.96
223560,0.000133,0.311,0.884,0.0265,11,0.124,-4.313,1,0.0703,131.733,4,0.364
412853,0.217,0.643,0.723,1.23e-05,2,0.114,-6.751,0,0.0937,131.013,4,0.0916
161128,0.221,0.688,0.642,0.0,4,0.2,-5.567,0,0.321,160.319,4,0.341
134253,0.493,0.573,0.939,0.0,8,0.0994,-6.441,1,0.0808,137.382,4,0.963
171520,0.0661,0.533,0.61,0.0,7,0.225,-7.037,1,0.108,204.308,4,0.734
205322,0.625,0.452,0.519,3.01e-05,9,0.107,-8.741,1,0.0531,171.452,4,0.392
234904,0.274,0.518,0.545,2.31e-05,10,0.183,-7.893,1,0.0385,75.06,4,0.162
200310,0.000954,0.526,0.903,8.4e-05,2,0.111,-4.59,0,0.0444,144.017,4,0.45
302013,0.272,0.52,0.847,0.0,9,0.325,-5.3,1,0.427,177.371,4,0.799
209706,0.126,0.538,0.728,0.0221,1,0.161,-7.21,0,0.293,188.003,4,0.576
194407,0.323,0.69,0.784,0.0,1,0.203,-4.653,1,0.032,106.066,4,0.669
188466,0.663,0.505,0.155,0.0,10,0.101,-12.959,1,0.0336,79.221,4,0.463
226826,0.0984,0.583,0.905,0.00019,2,0.0593,-6.132,1,0.0733,173.982,4,0.646
244453,0.234,0.844,0.486,0.0,3,0.0976,-6.915,0,0.368,142.606,4,0.493
210240,0.000353,0.42,0.929,0.000747,7,0.122,-3.899,0,0.121,127.204,4,0.3
244826,0.0825,0.655,0.488,1.16e-06,1,0.221,-9.17,1,0.22,91.025,4,0.791
126920,0.248,0.597,0.47,0.0,5,0.127,-10.207,1,0.033,128.8,4,0.615
195561,0.0807,0.79,0.705,4.81e-05,0,0.251,-4.684,0,0.0383,121.969,4,0.501
145986,0.0507,0.897,0.293,3.91e-05,1,0.1,-8.771,1,0.171,145.029,4,0.204
210431,0.188,0.833,0.567,0.0,7,0.0999,-5.16,0,0.1,127.995,4,0.203
183466,0.00866,0.513,0.559,0.0,2,0.11,-7.103,1,0.0293,135.943,4,0.548
345053,0.293,0.457,0.582,0.000118,2,0.122,-6.553,1,0.0297,170.006,3,0.299
295893,0.257,0.671,0.373,7.95e-05,9,0.0481,-18.064,1,0.0323,92.717,4,0.732
216173,0.862,0.515,0.286,6.9e-05,5,0.106,-11.776,1,0.0378,115.076,4,0.284
199180,0.048,0.772,0.867,0.0,11,0.106,-5.76,1,0.283,144.992,4,0.548
214520,0.000105,0.531,0.864,2.05e-06,11,0.346,-2.978,1,0.0433,126.02,4,0.401
116893,0.513,0.8,0.252,0.224,11,0.109,-9.816,1,0.214,77.997,3,0.495
242706,0.19,0.594,0.65,0.873,4,0.0968,-6.867,0,0.0412,86.038,4,0.292
220419,0.00208,0.72,0.917,1.27e-05,1,0.349,-3.304,1,0.0406,127.011,4,0.642
195419,0.0776,0.643,0.904,0.0,0,0.189,-3.694,1,0.0739,103.028,4,0.481
105547,0.148,0.797,0.343,0.00048,9,0.0841,-9.327,0,0.267,147.945,4,0.486
205250,0.0162,0.717,0.872,1.99e-06,11,0.205,-3.279,1,0.0357,120.026,4,0.61
210520,0.204,0.712,0.797,1.75e-06,9,0.111,-6.496,1,0.0373,129.131,4,0.612
180964,0.00398,0.35,0.9,0.0594,4,0.264,-4.113,0,0.12,127.891,4,0.279
251000,0.054,0.615,0.591,1.58e-05,2,0.138,-8.599,0,0.113,163.881,4,0.393
223200,0.228,0.582,0.563,0.000343,1,0.0714,-9.314,1,0.0388,99.986,4,0.31
195454,0.0529,0.726,0.752,0.145,7,0.201,-7.401,0,0.0931,128.035,4,0.174
285626,0.231,0.609,0.517,3.62e-05,6,0.0777,-7.557,0,0.0451,120.914,4,0.0761
98333,0.0864,0.483,0.878,0.88,9,0.09,-10.836,1,0.0833,94.971,4,0.366
219682,0.174,0.649,0.895,1.95e-06,0,0.095,-1.358,1,0.0394,174.074,4,0.664
425653,0.0112,0.386,0.607,1.38e-05,10,0.088,-7.7,1,0.0261,147.207,4,0.532
192172,0.0215,0.765,0.704,0.0,5,0.227,-4.589,0,0.127,147.055,4,0.498
195676,0.57,0.493,0.445,0.0,7,0.11,-7.113,1,0.0364,81.581,4,0.392
247280,0.0101,0.647,0.903,4.22e-05,11,0.253,-5.012,0,0.0374,135.921,4,0.96
195519,0.00281,0.63,0.694,0.0,11,0.0719,-6.257,0,0.0253,97.005,4,0.216
183533,0.548,0.666,0.64,0.0,4,0.177,-13.945,1,0.0387,107.751,4,0.954
209920,0.00104,0.485,0.909,0.0,9,0.17,-6.08,1,0.0571,150.087,4,0.822
274281,0.0102,0.474,0.843,0.104,0,0.362,-5.909,1,0.272,97.691,4,0.433
127200,0.0152,0.877,0.562,0.0,9,0.0933,-7.096,1,0.26,99.977,4,0.376
210240,0.000353,0.42,0.929,0.000747,7,0.122,-3.899,0,0.121,127.204,4,0.3
185863,0.0153,0.586,0.624,1.78e-06,5,0.133,-5.946,1,0.113,68.976,4,0.267
208653,0.248,0.786,0.648,0.000156,6,0.138,-8.317,0,0.0522,102.399,4,0.652
